	Hairpin	Distance_PRE	PRE	score_kf19	PcG_OR	PcG_pval	trxG_OR	trxG_pval	PcG_complex	PcG_genes	trxG_complex	trxG_genes
dme-miR-2491-5p	dme-mir-2491	246269.0	X:22586540..22587314	0.805	4.685144622297107	0.0025416966915513635	1.8197097020626432	0.20724638248713959	PRC1, PRC2, PhoRC, dRAF, PR-DUB, PRE-binding/Recruiters	"Pc [-0.081] ,
 Su(z)2 [-1.805] ,
 Su(z)12 [-1.073] ,
 Jing [-0.222] ,
 Pho [-0.181] ,
 Asx [-0.583] ,
 Cg [-2.873]"	TAC1, COMPASS-TRX, PBAP, KIS	"trx [-1.370] ,
 nej [-1.802] ,
 e(y)3 [-0.170] ,
 Kis [-1.632]"
dme-miR-2492-3p	dme-mir-2492	1755.0	X:11544818..11545667	0.865	1.653170359052712	0.18158814962940545	2.1232431360888095	0.04809939865700907	PRC1, PRC2, PhoRC, dRAF, PR-DUB, PRE-binding/Recruiters	"Pc [-0.731] ,
 Su(z)2 [-1.821] ,
 Pcl [-0.136] ,
 Jing [-0.216] ,
 Pho [-0.000] ,
 Phol [-1.962] ,
 Asx [-0.277] ,
 Cg [-0.292]"	TAC1, COMPASS-SET1, COMPASS-TRX, COMPASS-TRR, ASH1, BAP, PBAP, KIS	"trx [-0.204] ,
 nej [-0.885] ,
 dSET1 [-0.354] ,
 Wds [-0.267] ,
 Mnn1 [-0.692] ,
 fs(1)h [-2.206] ,
 osa [-0.382] ,
 Act5C [-0.384] ,
 e(y)3 [-0.000] ,
 BAP170 [-0.009] ,
 Kis [-0.918]"
dme-miR-2492-5p	dme-mir-2492	1755.0	X:11544818..11545667	0.865	0.8768253968253968	0.6878254648010609	1.5363501483679525	0.3901606698559571	PhoRC	Pho [-0.422]	BAP, PBAP	"Snr1 [-0.533] ,
 e(y)3 [-0.191]"
dme-miR-2493-3p	dme-mir-2493	0.0	3R:15130479..15131328	0.835	1.5318804483188044	0.39443714415943615	2.0001084245906973	0.2116390013172167	PRC1, dRAF	"Su(z)2 [-1.363] ,
 Sce [-0.817]"	COMPASS-TRX, ASH1, BAP, PBAP	"Mnn1 [-0.302] ,
 fs(1)h [-0.566] ,
 Act5C [-0.477]"
dme-miR-2493-5p	dme-mir-2493	0.0	3R:15130479..15131328	0.835	1.9333333333333333	0.41523777734661305			PRC1, dRAF	Su(z)2 [-0.111]		
dme-miR-2494-3p	dme-mir-2494	34688.0	3R:16583429..16584078	0.815								
dme-miR-2494-5p	dme-mir-2494	34688.0	3R:16583429..16584078	0.815			0.5339320920043812	0.8471700774796753			COMPASS-SET1, COMPASS-TRX, COMPASS-TRR	Wds [-0.016]
dme-miR-2495-3p	dme-mir-2495	24281.0	2L:5092851..5093700	0.93			3.318974358974359	0.2688676445878527			COMPASS-SET1, COMPASS-TRX, COMPASS-TRR	Rbbp5 [-0.094]
dme-miR-2495-5p	dme-mir-2495	24281.0	2L:5092851..5093700	0.93			1.0122088353413654	0.6352991426179595			BAP, PBAP	Act5C [-0.000]
dme-miR-2496-3p	dme-mir-2496	0.0	X:2009918..2010967	0.815								
dme-miR-2496-5p	dme-mir-2496	0.0	X:2009918..2010967	0.815	3.200956937799043	0.0826385434687395	2.6434217955957084	0.12181713584109871	PRC1, PRC2, PhoRC	"Scm [-0.259] ,
 Su(z)12 [-0.051] ,
 dSfmbt [-0.002]"	COMPASS-SET1, COMPASS-TRX, COMPASS-TRR, ASH1, BAP, PBAP	"Wds [-0.072] ,
 fs(1)h [-0.062] ,
 Act5C [-0.267]"
dme-miR-2497-3p	dme-mir-2497	6740.0	2L:16670951..16671500	0.845	0.5120222079863336	0.8586413643503086	1.404781436774874	0.382556132872246	PRC1	Pc [-0.541]	COMPASS-SET1, COMPASS-TRX, BAP	"Hcf [-0.001] ,
 Mnn1 [-0.619] ,
 osa [-0.034]"
dme-miR-2497-5p	dme-mir-2497	6740.0	2L:16670951..16671500	0.845	1.4237209302325582	0.4287572751450649	1.8587336134028445	0.24185714435379907	PRC1, PRC2	"Pc [-0.049] ,
 Su(z)12 [-0.076]"	ASH1, BAP, PBAP, KIS	"Ash1 [-0.232] ,
 brm [-0.349] ,
 Kis [-0.180]"
dme-miR-2498-3p	dme-mir-2498	75.0	2R:20584196..20584745	0.82	1.2028819543849605	0.5747625893666537	1.0101002004008015	0.6360500907704707	PhoRC	Phol [-0.233]	BAP, PBAP	Bap60 [-0.561]
dme-miR-2498-5p	dme-mir-2498	75.0	2R:20584196..20584745	0.82	6.411035180966844	0.005775287942213206			PRC1, PRC2, PhoRC, dRAF	"Su(z)2 [-0.125] ,
 Esc [-0.032] ,
 Jing [-0.039] ,
 Pho [-0.001]"		
dme-miR-2499-3p	dme-mir-2499	6491.0	X:19549968..19550517	0.84	1.4275582573454915	0.5146911899954456	1.1987706855791962	0.5745260244331238	PhoRC	Pho [-0.002]	ASH1	fs(1)h [-0.052]
dme-miR-2499-5p	dme-mir-2499	6491.0	X:19549968..19550517	0.84	2.676271186440678	0.18772084629243224	1.0678224101479916	0.6160338193602639	PRC1, PRC2, PhoRC	"Scm [-0.186] ,
 dSfmbt [-0.001]"	BAP, PBAP	Act5C [-0.197]
dme-miR-2500-3p	dme-mir-2500	13077.0	3L:17011601..17012450	0.845	3.345075485262401	0.00749239406218825	2.1455120601028073	0.06448930039623568	PRC1, PRC2, PhoRC, dRAF, PRE-binding/Recruiters	"Pc [-0.123] ,
 Psc [-0.186] ,
 Ph-d [-0.161] ,
 Scm [-2.330] ,
 Su(z)12 [-0.659] ,
 Pcl [-0.165] ,
 Jing [-0.134] ,
 Pho [-0.812] ,
 Cg [-0.437]"	TAC1, COMPASS-SET1, COMPASS-TRX, COMPASS-TRR, ASH1, BAP, PBAP, KIS	"trx [-0.105] ,
 nej [-0.997] ,
 Sbf [-0.069] ,
 Rbbp5 [-0.614] ,
 fs(1)h [-0.381] ,
 Act5C [-0.983] ,
 BAP170 [-0.006] ,
 Kis [-0.235]"
dme-miR-2500-5p	dme-mir-2500	13077.0	3L:17011601..17012450	0.845	0.9289067739771966	0.66733410808393	0.7800312989045384	0.7277221665268592	PRC2	Escl [-0.433]	COMPASS-SET1, COMPASS-TRX	Hcf [-0.289]
dme-miR-2501-3p	dme-mir-2501	1137.0	3L:8109551..8109970	0.875	1.0706605222734256	0.616431988714722	6.806690777576853	0.000644684384587917	PRC1	Pc [-0.161]	TAC1, COMPASS-SET1, COMPASS-TRX, BAP, PBAP, KIS	"nej [-0.041] ,
 Hcf [-0.000] ,
 osa [-0.184] ,
 Bap60 [-0.190] ,
 Act5C [-0.144] ,
 Kis [-0.049]"
dme-miR-2501-5p	dme-mir-2501	1137.0	3L:8109551..8109970	0.875	1.6843821717598744	0.2209408936405699	1.3630585704507676	0.342845612529164	PRC2, PhoRC, PR-DUB, PRE-binding/Recruiters	"Su(z)12 [-0.323] ,
 Esc [-1.025] ,
 dSfmbt [-0.001] ,
 Asx [-0.159] ,
 Cg [-0.326]"	COMPASS-SET1, COMPASS-TRX, BAP, PBAP	"dSET1 [-0.209] ,
 Mnn1 [-0.501] ,
 osa [-0.057] ,
 Act5C [-0.163] ,
 Bap111 [-0.034]"
dme-miR-252-3p	dme-mir-252	833.0	3R:13463350..13463478	0.855	0.9335130278526504	0.6655697314081872	3.5809277610225476	0.03512574561179007	PRE-binding/Recruiters	Cg [-1.459]	TAC1, COMPASS-TRX, ASH1	"trx [-0.075] ,
 nej [-0.091] ,
 Mnn1 [-0.127] ,
 fs(1)h [-0.022]"
dme-miR-252-5p	dme-mir-252	833.0	3R:13463350..13463478	0.855	2.345688960515713	0.09058000168781369	1.898238747553816	0.15730407057716736	PRC1, PRC2, dRAF, PR-DUB	"Pc [-0.095] ,
 Su(z)2 [-0.064] ,
 Ph-p [-0.332] ,
 Su(z)12 [-0.334] ,
 Asx [-0.194]"	ASH1, BAP, PBAP, KIS	"fs(1)h [-0.042] ,
 brm [0.000] ,
 osa [-0.479] ,
 e(y)3 [-0.180] ,
 Kis [-0.057]"
dme-miR-263a-3p	dme-mir-263a	25898.0	2L:11979401..11980200	0.955	1.2716198530152019	0.5550588494322507	2.2295197740112993	0.24128136748140627	PRC1	Ph-p [-0.444]	COMPASS-SET1, COMPASS-TRX, COMPASS-TRR	"Rbbp5 [-0.176] ,
 Mnn1 [-0.091]"
dme-miR-263a-5p	dme-mir-263a	25898.0	2L:11979401..11980200	0.955	1.1341991341991342	0.5957567952789385	0.9524242424242424	0.6571921181560842	PhoRC	dSfmbt [-0.003]	COMPASS-SET1, COMPASS-TRX, COMPASS-TRR	Rbbp5 [-0.193]
dme-miR-263b-3p	dme-mir-263b	12556.0	3L:15856051..15856600	0.885	1.4237209302325582	0.4287572751450649	2.594193685102776	0.08737637093375211	PRC1, PhoRC, dRAF	"Psc [-0.265] ,
 Pho [-0.001]"	ASH1, BAP, PBAP, KIS	"fs(1)h [-0.675] ,
 mor [-0.323] ,
 e(y)3 [-0.104] ,
 Kis [-0.070]"
dme-miR-263b-5p	dme-mir-263b	12556.0	3L:15856051..15856600	0.885	1.244	0.4951086529840651	1.0363247863247864	0.586541554032026	PRC2	"Pcl [-0.809] ,
 Jing [-0.109]"	COMPASS-SET1, COMPASS-TRX, PBAP	"Hcf [-0.003] ,
 e(y)3 [-0.380]"
dme-miR-274-3p	dme-mir-274	22833.0	3L:11679751..11680700	0.895	1.8385135135135136	0.15605935770221313	1.8065747966129835	0.13801249605874827	PRC1, PRC2, PhoRC, PR-DUB, PRE-binding/Recruiters	"Ph-p [-0.314] ,
 Pcl [-0.444] ,
 Pho [-0.002] ,
 dSfmbt [-0.666] ,
 Asx [-0.098] ,
 Cg [-0.146]"	TAC1, COMPASS-SET1, COMPASS-TRX, COMPASS-TRR, ASH1, BAP, PBAP	"nej [-0.259] ,
 Wds [-0.114] ,
 Hcf [-0.001] ,
 Mnn1 [-0.295] ,
 fs(1)h [-0.061] ,
 osa [-0.045] ,
 Bap60 [-0.904]"
dme-miR-274-5p	dme-mir-274	22833.0	3L:11679751..11680700	0.895	1.3495575221238938	0.45463603037657785	1.1242625368731562	0.544260127209835	PRC2, PhoRC	"Pcl [-0.264] ,
 Phol [-0.188]"	ASH1, PBAP	"fs(1)h [-0.038] ,
 e(y)3 [-0.088]"
dme-miR-275-3p	dme-mir-275	445.0	2L:7424451..7425350	0.95								
dme-miR-275-5p	dme-mir-275	445.0	2L:7424451..7425350	0.95	2.370985603543743	0.3551869669770487			PRC1, dRAF	Su(z)2 [-0.063]		
dme-miR-276a-3p	dme-mir-276a	4528.0	3L:10360051..10360700	0.82	1.520220148360852	0.49321903648145127	1.2765829145728642	0.5521864950702755	PRC2	Esc [-1.173]	TAC1	nej [-0.086]
dme-miR-276a-5p	dme-mir-276a	4528.0	3L:10360051..10360700	0.82	3.1855415741426105	0.2795269681764417	2.675025906735751	0.3212588624548182	PRC1, dRAF	Sce [-0.039]	BAP, PBAP	Act5C [-0.027]
dme-miR-276b-3p	dme-mir-276b	4866.0	3L:10324651..10326000	0.805	1.520220148360852	0.49321903648145127	1.2765829145728642	0.5521864950702755	PRC2	Esc [-1.173]	TAC1	nej [-0.086]
dme-miR-276b-5p	dme-mir-276b	4866.0	3L:10324651..10326000	0.805	3.1855415741426105	0.2795269681764417	2.675025906735751	0.3212588624548182	PRC1, dRAF	Sce [-0.039]	BAP, PBAP	Act5C [-0.027]
dme-miR-277-3p	dme-mir-277	9057.0	3R:10109079..10109828	0.9	1.1845410628019324	0.4670333702929856	1.2694193192018228	0.39370447589532215	PRC2, PhoRC, PR-DUB	"Escl [-0.178] ,
 Jing [-0.743] ,
 Pho [-0.001] ,
 Calypso [-1.068]"	TAC1, COMPASS-SET1, ASH1, BAP, PBAP	"Sbf [-0.014] ,
 Cfp1 [-0.015] ,
 Ash1 [-0.213] ,
 fs(1)h [-0.227] ,
 Bap55 [-0.008]"
dme-miR-277-5p	dme-mir-277	9057.0	3R:10109079..10109828	0.9	1.629800307219662	0.4699274383661713	1.3686021505376345	0.5277586279808882	PRC2	Jarid2 [-0.217]	COMPASS-SET1, COMPASS-TRX, COMPASS-TRR	Wds [-0.076]
dme-miR-278-3p	dme-mir-278	1280.0	2R:15658346..15659045	0.825	2.1115505025539627	0.3885401857257622			PRE-binding/Recruiters	Spps [-0.398]		
dme-miR-278-5p	dme-mir-278	1280.0	2R:15658346..15659045	0.825								
dme-miR-279-3p	dme-mir-279	4244.0	3R:29219829..29220378	0.83	1.652653431944985	0.4653326681928051			dRAF	Kdm2 [-0.284]		
dme-miR-279-5p	dme-mir-279	4244.0	3R:29219829..29220378	0.83	2.029264493156782	0.2099166803239802	3.0659806295399514	0.03603726110376032	PRC2, PRE-binding/Recruiters	"Jing [-0.150] ,
 Cg [-0.552] ,
 Spps [-0.459]"	COMPASS-SET1, COMPASS-TRX, ASH1, BAP, PBAP	"Hcf [-0.020] ,
 fs(1)h [-0.738] ,
 osa [-0.040] ,
 Bap60 [-0.468] ,
 Act5C [-0.583]"
dme-miR-280-5p	dme-mir-280	3440.0	2R:8301546..8302095	0.855	1.5847254836184725	0.21801332161925224	1.2506047070040078	0.37786574324056926	PRC1, PRC2, PhoRC, dRAF, PR-DUB, PRE-binding/Recruiters	"Su(z)2 [-0.709] ,
 Scm [-0.139] ,
 Jing [-0.068] ,
 Phol [-0.220] ,
 Asx [-0.841] ,
 Calypso [-0.281] ,
 Cg [-1.082]"	TAC1, COMPASS-SET1, COMPASS-TRX, ASH1, BAP, PBAP	"trx [-0.312] ,
 nej [-1.247] ,
 dSET1 [-0.889] ,
 Cfp1 [-0.002] ,
 Ash1 [-0.158] ,
 osa [-0.462] ,
 Act5C [-0.000]"
dme-miR-281-1-5p	dme-mir-281-1	29917.0	2R:12140150..12140545	0.855	2.5472727272727274	0.20182075349847553	1.0164516129032257	0.6337927742538105	PRC1, PRE-binding/Recruiters	"Pc [-0.095] ,
 Cg [-0.102]"	BAP, PBAP	Act5C [-0.025]
dme-miR-281-2-5p	dme-mir-281-2	29699.0	2R:12140150..12140545	0.855			2.6390274314214466	0.18932381590417136			BAP, PBAP, KIS	"Act5C [-0.022] ,
 Kis [-0.054]"
dme-miR-281-3p	dme-mir-281-2	29699.0	2R:12140150..12140545	0.855	1.7403465684267976	0.44847467697029075	3.053639846743295	0.15188023584209354	PRC1	Ph-d [-0.154]	BAP, PBAP	"Act5C [-0.387] ,
 e(y)3 [-0.372]"
dme-miR-281-3p	dme-mir-281-2	29699.0	2R:12140150..12140545	0.855	1.7403465684267976	0.44847467697029075	3.053639846743295	0.15188023584209354	PRC1	Ph-d [-0.154]	BAP, PBAP	"Act5C [-0.387] ,
 e(y)3 [-0.372]"
dme-miR-282-3p	dme-mir-282	1492.0	3L:3249001..3249530	0.935	4.682481751824818	0.07725086864236959			PRC1	"Pc [-0.097] ,
 Ph-p [-0.195]"		
dme-miR-282-5p	dme-mir-282	1492.0	3L:3249001..3249530	0.935			2.887374301675978	0.3018743965549395			COMPASS-TRX	Mnn1 [-0.231]
dme-miR-283-3p	dme-mir-283	6562.0	X:15514518..15514590	0.855	2.1129822685556445	0.1516585771904127	1.2387123745819397	0.4567567108511735	PRC1, PRC2, PhoRC, PRE-binding/Recruiters	"Pc [-0.335] ,
 Scm [-0.203] ,
 Pho [-0.022] ,
 Cg [-0.343]"	COMPASS-SET1, COMPASS-TRX, BAP, PBAP	"Hcf [-0.012] ,
 osa [-0.070] ,
 Bap55 [-0.830]"
dme-miR-283-5p	dme-mir-283	6562.0	X:15514518..15514590	0.855	1.7695698434412526	0.22586421231717962	1.4473324213406293	0.32960700048082736	PRC1, PRC2, PhoRC, dRAF	"Su(z)2 [-0.136] ,
 Jing [-0.016] ,
 Pho [-0.068] ,
 dSfmbt [-0.003]"	TAC1, COMPASS-SET1, COMPASS-TRX, BAP, PBAP	"trx [-0.924] ,
 Hcf [-0.026] ,
 Act5C [-0.000] ,
 BAP170 [-0.001]"
dme-miR-284-3p	dme-mir-284	4186.0	3R:12546879..12547428	0.84	0.9786967418546366	0.6486657630444329			PRC1	Ph-d [-0.202]		
dme-miR-284-5p	dme-mir-284	4186.0	3R:12546879..12547428	0.84	1.2079141515761234	0.5732769859795875			PR-DUB	Calypso [-0.221]		
dme-miR-285-3p	dme-mir-285	18491.0	3L:11927101..11927700	0.815			2.385925925925926	0.3519862420387982			COMPASS-TRX	Mnn1 [-0.176]
dme-miR-285-5p	dme-mir-285	18491.0	3L:11927101..11927700	0.815								
dme-miR-286-3p	dme-mir-286	1876.0	2R:19658896..19659645	0.845	1.6434378629500581	0.4671751199435556			dRAF	Kdm2 [-0.284]		
dme-miR-286-5p	dme-mir-286	1876.0	2R:19658896..19659645	0.845			0.819016393442623	0.7107761362406977			BAP, PBAP	Act5C [-0.282]
dme-miR-287-3p	dme-mir-287	0.0	2L:17574151..17575150	0.855	2.575088056356068	0.09261904837605667	1.5093883000917967	0.34289420841396573	PRC1, PhoRC, dRAF, PRE-binding/Recruiters	"Pc [-0.264] ,
 Su(z)2 [-0.595] ,
 dSfmbt [-0.149] ,
 Cg [-0.058]"	TAC1, BAP, PBAP	"nej [-0.253] ,
 Act5C [-0.613] ,
 Polybromo [-0.529]"
dme-miR-288-3p	dme-mir-288	10562.0	2L:20607780..20607900	0.83	3.614723779978523	0.021702540157861643	1.0204752275025277	0.5945544597356307	PRC1, PRC2, PhoRC, dRAF, PRE-binding/Recruiters	"Su(z)2 [-0.235] ,
 Ph-d [-0.296] ,
 Scm [-0.760] ,
 Jing [-0.035] ,
 Cg [-0.221]"	COMPASS-SET1, COMPASS-TRX, BAP	"Hcf [-0.013] ,
 osa [-0.311]"
dme-miR-289-5p	dme-mir-289	2329.0	3L:13623151..13623700	0.835	5.377532228360957	0.00017268898508354303	3.225046040515654	0.002823276295613906	PRC1, PRC2, PhoRC, dRAF, PR-DUB, PRE-binding/Recruiters	"Pc [-2.046] ,
 Psc [-0.160] ,
 Su(z)2 [-1.605] ,
 Ph-p [-0.134] ,
 Ph-d [-0.108] ,
 Sce [-0.785] ,
 Scm [-1.068] ,
 Su(z)12 [-0.080] ,
 Escl [-2.322] ,
 Jarid2 [-0.818] ,
 Jing [-0.068] ,
 Pho [-0.010] ,
 dSfmbt [-0.005] ,
 Kdm2 [-1.050] ,
 Asx [-0.620] ,
 Cg [-0.124]"	TAC1, COMPASS-SET1, COMPASS-TRX, COMPASS-TRR, ASH1, BAP, PBAP	"trx [-0.075] ,
 nej [-0.403] ,
 Sbf [-0.521] ,
 dSET1 [-1.334] ,
 Wds [-0.216] ,
 Hcf [-0.531] ,
 Cfp1 [-0.092] ,
 Mnn1 [-3.006] ,
 Ash1 [-0.563] ,
 fs(1)h [-0.070] ,
 mor [-0.576] ,
 osa [-0.103] ,
 Bap60 [-0.976] ,
 Bap111 [-0.872] ,
 e(y)3 [-0.277] ,
 BAP170 [-0.004]"
dme-miR-2a-1-5p	dme-mir-2a-1	1479.0	2L:19571451..19572350	0.82	1.395890410958904	0.43823369774924376	1.822360248447205	0.2504909529258272	PhoRC, dRAF	"Pho [-0.287] ,
 Kdm2 [-0.230]"	TAC1, COMPASS-SET1, COMPASS-TRX, COMPASS-TRR, KIS	"Sbf [-0.421] ,
 Ash2 [-0.024] ,
 Kis [-0.470]"
dme-miR-2a-2-5p	dme-mir-2a-2	1890.0	2L:19571451..19572350	0.82	1.1319650733639393	0.596462784838245	0.9505482041587902	0.657899667958254	PRC2	Esc [-0.439]	KIS	Kis [-0.256]
dme-miR-2a-3p	dme-mir-2a-2	1890.0	2L:19571451..19572350	0.82			1.3511826544021024	0.4512166111454402			TAC1, COMPASS-TRX	"nej [-0.185] ,
 Mnn1 [-0.589]"
dme-miR-2a-3p	dme-mir-2a-2	1890.0	2L:19571451..19572350	0.82			1.3511826544021024	0.4512166111454402			TAC1, COMPASS-TRX	"nej [-0.185] ,
 Mnn1 [-0.589]"
dme-miR-2b-1-5p	dme-mir-2b-1	147192.0	2L:8110901..8111500	0.815	4.076086956521739	0.008263363223139636	0.9019253910950662	0.6582817972723922	PRC1, PRC2, PhoRC, PRE-binding/Recruiters	"Ph-p [-0.057] ,
 Ph-d [-0.077] ,
 Scm [-0.513] ,
 Jing [-0.383] ,
 dSfmbt [-0.350] ,
 Spps [-0.262]"	PBAP	"e(y)3 [-0.000] ,
 BAP170 [-0.002]"
dme-miR-2b-2-5p	dme-mir-2b-2	1187.0	2L:19571451..19572350	0.82	4.096337579617835	0.008086165051435926	0.4346376811594203	0.8986034141796568	PRC1, PRC2, PhoRC, PRE-binding/Recruiters	"Ph-p [-0.057] ,
 Ph-d [-0.077] ,
 Scm [-0.513] ,
 Jing [-0.383] ,
 dSfmbt [-0.350] ,
 Spps [-0.262]"	PBAP	BAP170 [-0.002]
dme-miR-2b-3p	dme-mir-2b-2	1187.0	2L:19571451..19572350	0.82			1.3511826544021024	0.4512166111454402			TAC1, COMPASS-TRX	"nej [-0.185] ,
 Mnn1 [-0.589]"
dme-miR-2b-3p	dme-mir-2b-2	1187.0	2L:19571451..19572350	0.82			1.3511826544021024	0.4512166111454402			TAC1, COMPASS-TRX	"nej [-0.185] ,
 Mnn1 [-0.589]"
dme-miR-2c-3p	dme-mir-2c	0.0	3R:15417179..15418728	0.85			1.3511826544021024	0.4512166111454402			TAC1, COMPASS-TRX	"nej [-0.185] ,
 Mnn1 [-0.589]"
dme-miR-2c-5p	dme-mir-2c	0.0	3R:15417179..15418728	0.85	1.319718309859155	0.4656285171805543			PhoRC	"Pho [-0.003] ,
 dSfmbt [-0.076]"		
dme-miR-3-3p	dme-mir-3	2018.0	2R:19658896..19659645	0.845								
dme-miR-3-5p	dme-mir-3	2018.0	2R:19658896..19659645	0.845	5.962566844919786	0.003138678689138084	1.6802638664512655	0.3502518237281486	PRC2, PhoRC, PR-DUB, PRE-binding/Recruiters	"Su(z)12 [-0.133] ,
 Jing [-0.123] ,
 Pho [-0.002] ,
 Asx [-0.441] ,
 Cg [-0.122]"	ASH1, BAP, PBAP	"fs(1)h [-0.123] ,
 Snr1 [-1.159]"
dme-miR-303-3p	dme-mir-303	35281.0	X:4329580..4330967	0.805	1.783102766798419	0.17031212143680613	2.5204097470122613	0.026469295032139142	PRC1, PRC2, PhoRC, PR-DUB, PRE-binding/Recruiters	"Ph-p [-0.461] ,
 Pcl [-0.043] ,
 Pho [-0.266] ,
 dSfmbt [-0.001] ,
 Asx [-0.070] ,
 Cg [-0.131]"	TAC1, COMPASS-SET1, COMPASS-TRX, COMPASS-TRR, ASH1, BAP, KIS	"trx [-0.510] ,
 Sbf [-0.472] ,
 Wds [-0.047] ,
 Hcf [-0.016] ,
 Cfp1 [-0.006] ,
 Mnn1 [-0.840] ,
 fs(1)h [-0.093] ,
 osa [-0.151] ,
 Kis [-0.064]"
dme-miR-303-5p	dme-mir-303	35281.0	X:4329580..4330967	0.805	1.1923076923076923	0.5166054316945922	0.9932610124917817	0.6085941640189709	PRC1, PRE-binding/Recruiters	"Ph-d [-0.065] ,
 Cg [-0.164]"	COMPASS-SET1, COMPASS-TRX, COMPASS-TRR, BAP, PBAP	"Ash2 [-0.540] ,
 brm [-0.001]"
dme-miR-304-3p	dme-mir-304	5559.0	X:15514518..15514590	0.855	0.5388471177944862	0.8448168619261105	0.4524812030075188	0.889446357634391	PRC2	Jing [-0.117]	COMPASS-SET1	Cfp1 [-0.008]
dme-miR-304-5p	dme-mir-304	5559.0	X:15514518..15514590	0.855	0.9168322661367484	0.6719957784554127			PRC2	Esc [-0.648]		
dme-miR-305-3p	dme-mir-305	622.0	2L:7424451..7425350	0.95			1.0772707889125799	0.612861948275822			COMPASS-TRR	Trr [-0.248]
dme-miR-305-5p	dme-mir-305	622.0	2L:7424451..7425350	0.95			0.40595744680851065	0.9130912542110461			BAP, PBAP	Act5C [-0.000]
dme-miR-306-3p	dme-mir-306	4704.0	2L:16692901..16693700	0.86								
dme-miR-306-5p	dme-mir-306	4704.0	2L:16692901..16693700	0.86			2.2089270386266096	0.37383341725544905			COMPASS-SET1, COMPASS-TRX	Hcf [-0.004]
dme-miR-307a-3p	dme-mir-307a	8193.0	2R:9612796..9613145	0.805	1.7769423558897244	0.4417827539229757			PRC2	Jarid2 [-0.053]		
dme-miR-307a-5p	dme-mir-307a	8193.0	2R:9612796..9613145	0.805								
dme-miR-308-3p	dme-mir-308	3132.0	2R:14218996..14219795	0.84			1.3800268096514745	0.4409023119078598			TAC1, COMPASS-TRX	"nej [-0.185] ,
 Mnn1 [-0.589]"
dme-miR-308-5p	dme-mir-308	3132.0	2R:14218996..14219795	0.84								
dme-miR-309-3p	dme-mir-309	2129.0	2R:19658896..19659645	0.845								
dme-miR-309-5p	dme-mir-309	2129.0	2R:19658896..19659645	0.845	0.7227513227513227	0.7544497039578903	1.9842875591907017	0.21477518866739045	PhoRC	Pho [-0.001]	ASH1, PBAP	"fs(1)h [-0.030] ,
 e(y)3 [-0.083] ,
 BAP170 [-0.039]"
dme-miR-310-3p	dme-mir-310	356.0	2R:20584196..20584745	0.82	4.222903885480573	0.004323871839355297	0.36	0.935339409176805	PRC1, PRC2, PhoRC, dRAF	"Pc [-0.606] ,
 Su(z)2 [-0.342] ,
 Scm [-0.103] ,
 Pcl [-0.321] ,
 Jarid2 [-0.244] ,
 Pho [-0.481] ,
 Kdm2 [-0.329]"	COMPASS-SET1	dSET1 [-0.313]
dme-miR-310-5p	dme-mir-310	356.0	2R:20584196..20584745	0.82	1.3483541067433684	0.5344854436817515	1.1322595078299775	0.5949612703632119	PhoRC	Phol [-0.603]	COMPASS-SET1, COMPASS-TRX	Hcf [-0.011]
dme-miR-311-3p	dme-mir-311	236.0	2R:20584196..20584745	0.82	4.155555555555556	0.004687030525169874	0.35428141459744167	0.937992048476882	PRC1, PRC2, PhoRC, dRAF	"Pc [-0.606] ,
 Su(z)2 [-0.342] ,
 Scm [-0.103] ,
 Pcl [-0.321] ,
 Jarid2 [-0.244] ,
 Pho [-0.481] ,
 Kdm2 [-0.329]"	COMPASS-SET1	dSET1 [-0.313]
dme-miR-311-5p	dme-mir-311	236.0	2R:20584196..20584745	0.82								
dme-miR-312-3p	dme-mir-312	75.0	2R:20584196..20584745	0.82	4.131228070175439	0.004826604182233672	0.7343945068664169	0.7585216114880918	PRC1, PRC2, PhoRC, dRAF	"Pc [-0.606] ,
 Su(z)2 [-0.342] ,
 Scm [-0.103] ,
 Pcl [-0.321] ,
 Jarid2 [-0.244] ,
 Pho [-0.481] ,
 Kdm2 [-0.329]"	COMPASS-SET1, COMPASS-TRX	"dSET1 [-0.313] ,
 Mnn1 [-0.075]"
dme-miR-312-5p	dme-mir-312	75.0	2R:20584196..20584745	0.82			1.2076190476190476	0.5719029706050669			COMPASS-TRX	Mnn1 [-0.240]
dme-miR-313-3p	dme-mir-313	0.0	2R:20584196..20584745	0.82	4.141622707862346	0.004766399534726381	0.3530982745686422	0.9385370087932883	PRC1, PRC2, PhoRC, dRAF	"Pc [-0.606] ,
 Su(z)2 [-0.342] ,
 Scm [-0.103] ,
 Pcl [-0.321] ,
 Jarid2 [-0.244] ,
 Pho [-0.481] ,
 Kdm2 [-0.329]"	COMPASS-SET1	dSET1 [-0.313]
dme-miR-313-5p	dme-mir-313	0.0	2R:20584196..20584745	0.82			1.6467247754886423	0.3590282913100065			ASH1, PBAP	"fs(1)h [-0.552] ,
 e(y)3 [-0.001]"
dme-miR-314-3p	dme-mir-314	7612.0	3L:11764651..11765400	0.88	1.45260663507109	0.41920912666741905	0.5801183431952662	0.8234070610767732	PRC2, PhoRC	"Jing [-0.086] ,
 Phol [-0.393]"	PBAP	e(y)3 [-0.118]
